시나리오별,지역,성별,연령,항목,단위,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,년도
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,65 0 69세,추계인구,0.0,19400.0,20816.0,19527.0,19961.0,21038.0,21602.0,21952.0,22433.0,22723.0,22694.0,22783.0,23255.0,23910.0,24536.0,25137.0,25749.0,26532.0,27582.0,29045.0,30719.0,31520.0,31603.0,31769.0,32186.0,33004.0,34191.0,35562.0,37141.0,39095.0,41299.0,43619.0,45549.0,47448.0,48804.0,49875.0,51148.0,52093.0,53229.0,55006.0,55139.0,55237.0,54073.0,55195,57490,61843,65548,70582,74585,77576,80522,88006,96047,102616,110221,118628,124930,134362,137720,142483,140010,137963,134644,134934,132813,139224,141683,143836,145726,147366,145108,142225,137113,132163,128053,125394,126774,130031,133056,134008,131902,125760,119107,112256,19400.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,70 0 74세,추계인구,0.0,16351.0,15665.0,14474.0,13364.0,12330.0,12430.0,12761.0,12992.0,13496.0,14162.0,14511.0,14698.0,15014.0,15267.0,15520.0,15903.0,16100.0,16481.0,16866.0,17294.0,18186.0,19062.0,20223.0,21682.0,23168.0,24384.0,24921.0,25374.0,26000.0,26827.0,27815.0,28595.0,30039.0,31716.0,33688.0,35818.0,38187.0,40148.0,41400.0,43017.0,44661.0,45780.0,47518,49469,49633,50377,48354,50083,52930,57497,61700,66293,70096,72743,75382,82563,90443,96633,103967,112090,118163,127125,130340,134901,132633,130861,127921,128308,126482,132684,135158,137395,139382,141093,139093,136475,131705,127089,123308,120907,122412,125724,128780,16351.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,75 0 79세,추계인구,0.0,6103.0,6559.0,6429.0,6627.0,6834.0,7535.0,7648.0,7651.0,7314.0,6951.0,6974.0,7162.0,7829.0,8348.0,8926.0,9543.0,9358.0,9337.0,9481.0,9457.0,10136.0,10727.0,11065.0,11263.0,11536.0,12062.0,12885.0,13842.0,14876.0,15955.0,16975.0,17410.0,18016.0,18814.0,19483.0,20037.0,21182.0,22573.0,24042.0,25820.0,27935.0,29984.0,31764,33095,34635,36095,37535,39665,42184,42423,43618,42148,43989,46662,50639,54279,58276,61865,64607,67322,74016,81167,86912,93638,101028,106758,115047,118037,122301,120279,118893,116582,117152,115824,121705,124191,126512,128557,130305,128679,126431,122175,118067,6103.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,80세이상,추계인구,0.0,3982.0,3996.0,3914.0,3947.0,3884.0,3880.0,3909.0,3996.0,4186.0,4416.0,4496.0,4515.0,4687.0,4915.0,5290.0,5521.0,5487.0,5449.0,5422.0,5395.0,6070.0,6306.0,6547.0,6790.0,7039.0,7294.0,8188.0,8534.0,8792.0,8998.0,9269.0,10063.0,11013.0,11944.0,12858.0,13898.0,14795.0,15870.0,16834.0,18058.0,19234.0,20479.0,22010,23359,25107,26675,29088,31988,34078,37153,40162,43159,46333,49437,51283,54079,54762,58678,63139,67537,72099,75160,80607,85772,90838,99384,106935,115229,124005,133135,143728,155536,163252,172427,176370,182175,188230,193229,197918,204459,209686,215099,219489,3982.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6688.0,7278.0,8012.0,8740.0,9453.0,10195.0,10610.0,11223.0,11814.0,12523.0,13164.0,13879.0,14892,15789,16928,18206,20128,21988,23310,25103,26637,28064,29809,31825,32144,33286,32255,34006,36464,39825,42887,45912,48986,51408,53805,59587,65462,70361,76000,82101,87157,94261,96800,100530,98854,98049,96684,97479,96861,102080,104444,106738,108702,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054.0,2253.0,2461.0,2644.0,2798.0,3035.0,3465.0,3839.0,4112.0,4480.0,4872.0,5232.0,5604,5894,6330,6547,6924,7797,8341,9291,10535,11803,12932,13751,14793,15842,16930,18385,19852,20168,20986,20321,21756,23648,25978,28144,29979,32229,34050,35838,40110,44161,47718,51727,55991,59854,65083,66874,69667,68415,68170,67778,68643,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.0,470.0,476.0,487.0,533.0,596.0,640.0,723.0,823.0,953.0,1067.0,1223.0,1343,1468,1604,1653,1748,1888,2045,2355,2551,2839,3090,3333,3746,4321,4881,5480,5919,6492,7012,7552,8302,9023,9170,9590,9248,10130,11211,12394,13505,14255,15497,16516,17502,19886,21929,23841,25939,28129,30347,33215,34065,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,53.0,55.0,65.0,69.0,67.0,74.0,79.0,77.0,93.0,122.0,134.0,159,194,226,253,269,293,356,371,400,402,456,481,556,587,651,754,844,981,1140,1292,1464,1581,1753,1909,2070,2308,2526,2557,2687,2564,2903,3287,3654,3997,4165,4599,4949,5279,6115,6744,7373,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,남자,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,9.0,8.0,5.0,5.0,6.0,6.0,8.0,9.0,9.0,11.0,12,14,19,16,19,22,26,33,39,51,46,47,44,43,45,53,60,71,74,83,99,112,132,154,176,201,218,245,269,295,334,367,369,389,369,436,502,556,610,624,706,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,계,추계인구,0.0,1389207.0,1396034.0,1401591.0,1406668.0,1409931.0,1415570.0,1409602.0,1402028.0,1392674.0,1382441.0,1371899.0,1371434.0,1378246.0,1386191.0,1389800.0,1386852.0,1386209.0,1384457.0,1384427.0,1385018.0,1393101.0,1406906.0,1420596.0,1433031.0,1444438.0,1454963.0,1471280.0,1486240.0,1498723.0,1507532.0,1513633.0,1517509.0,1526683.0,1536954.0,1537440.0,1540298.0,1543058.0,1546596.0,1557287.0,1568249.0,1579119.0,1592932.0,1603742,1609843,1623746,1633662,1637091,1640310,1646623,1644984,1643875,1633544,1619951,1606710,1596539,1587130,1577887,1568798,1559618,1550340,1540901,1531221,1521302,1511239,1500961,1490495,1479909,1469344,1458781,1448107,1437409,1426585,1415556,1404227,1392517,1380300,1367478,1353948,1339649,1324555,1308728,1292189,1274924,1389207.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,0 0 4세,추계인구,0.0,189146.0,187100.0,184864.0,181356.0,176872.0,167394.0,159017.0,150390.0,143387.0,137025.0,133659.0,134356.0,135503.0,135640.0,131763.0,125922.0,117432.0,109091.0,102426.0,98427.0,94631.0,95867.0,98179.0,100809.0,103345.0,105425.0,107143.0,107327.0,106461.0,104551.0,102519.0,99706.0,95759.0,91158.0,86452.0,80718.0,75312.0,73827.0,75183.0,75243.0,76250.0,77893.0,78672,77390,77021,76880,75095,71796,67820,63112,56939,50379,44898,40368,36871,34343,32514,31510,30898,30860,31157,31640,31989,32200,32287,32267,32170,32035,31808,31439,30965,30412,29794,29198,28692,28244,27821,27374,26878,26303,25633,24868,24018,189146.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,5 0 9세,추계인구,0.0,202458.0,194658.0,188960.0,184660.0,182576.0,181781.0,179367.0,177438.0,172884.0,166765.0,157718.0,151209.0,144447.0,139296.0,135688.0,133229.0,133501.0,134095.0,133631.0,129507.0,122781.0,116306.0,109565.0,104006.0,100488.0,98861.0,98683.0,101018.0,103812.0,106450.0,107934.0,108722.0,108694.0,108241.0,106466.0,104802.0,102434.0,97040.0,91121.0,86488.0,80802.0,75445.0,73949,74785,75121,75610,77593,78601,78004,77611,77412,75418,71560,66569,61281,55291,48960,43775,39845,36533,34081,32291,31308,30726,30737,31094,31644,32060,32336,32483,32519,32474,32380,32183,31836,31371,30820,30200,29600,29089,28639,28212,27758,202458.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,10 0 14세,추계인구,0.0,196772.0,198706.0,201421.0,200059.0,195414.0,190269.0,183855.0,177805.0,172787.0,170384.0,169652.0,168462.0,168083.0,165894.0,161554.0,154754.0,147868.0,140606.0,133989.0,129528.0,127268.0,129114.0,131120.0,131488.0,128726.0,123068.0,117150.0,109679.0,103754.0,99539.0,97397.0,96837.0,98870.0,101849.0,104341.0,106620.0,107287.0,107344.0,106677.0,104983.0,103625.0,100779.0,96401,90467,85913,79852,74886,73334,74430,74706,75296,77510,78432,77368,76544,76043,73801,70174,65496,60640,54827,48667,43628,39802,36550,34134,32361,31386,30815,30850,31245,31840,32297,32607,32786,32851,32833,32759,32581,32242,31782,31231,30606,196772.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,15 0 19세,추계인구,0.0,128004.0,136000.0,143609.0,151864.0,158894.0,163685.0,164732.0,164313.0,162449.0,158076.0,152121.0,146252.0,142122.0,140111.0,140050.0,140817.0,142032.0,142811.0,142641.0,140661.0,136884.0,132110.0,126839.0,121997.0,118844.0,117941.0,120461.0,123006.0,123733.0,121290.0,115723.0,106028.0,96747.0,90407.0,87055.0,88108.0,89318.0,89487.0,90498.0,92830.0,96360.0,100616.0,99783,97984,96063,96323,93052,87862,82649,77588,73263,69216,67657,71259,72704,73179,75019,75536,74548,73927,73454,71228,67776,63302,58638,52995,47088,42383,38800,35745,33489,31820,30909,30386,30497,30941,31576,32043,32371,32566,32650,32653,32603,128004.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,20 0 24세,추계인구,0.0,93055.0,95265.0,97618.0,98848.0,101506.0,107647.0,113326.0,117458.0,121465.0,124693.0,125507.0,127479.0,128965.0,128367.0,125473.0,121323.0,119475.0,117657.0,116385.0,116803.0,120407.0,122201.0,123693.0,123813.0,122011.0,118506.0,113716.0,108413.0,104448.0,101402.0,100623.0,105182.0,108699.0,108976.0,102873.0,93146.0,86809.0,82699.0,80007.0,77488.0,74022.0,74915.0,79135,83614,86716,86780,87707,85871,85725,82896,82549,77518,71273,62008,56905,53159,51121,52183,54586,54603,54421,55838,56051,55295,54851,54463,52818,50275,46916,43596,39563,35521,32443,30091,28032,26523,25375,24808,24523,24750,25168,25724,26114,93055.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,25 0 29세,추계인구,0.0,82179.0,78829.0,77944.0,79014.0,80330.0,81395.0,82570.0,83467.0,84456.0,87371.0,93541.0,100268.0,106417.0,113154.0,119250.0,123556.0,126226.0,127448.0,127799.0,126528.0,124781.0,123390.0,122332.0,122172.0,123340.0,125402.0,126830.0,128938.0,129216.0,127640.0,123897.0,117909.0,112688.0,108446.0,104131.0,103238.0,103704.0,105970.0,106310.0,105545.0,102094.0,95837.0,89268,83971,82110,82919,82191,83134,84772,85182,84696,83382,80436,77311,73801,70411,66083,60005,54508,51557,48348,45936,46028,47158,46536,46403,47661,47751,47181,46957,46859,45608,43676,41159,38691,35501,32229,29731,27769,26007,24709,23690,23168,82179.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,30 0 34세,추계인구,0.0,88734.0,87704.0,86997.0,84448.0,81431.0,78229.0,75785.0,74983.0,75387.0,75883.0,75816.0,77956.0,80784.0,83881.0,88425.0,92588.0,101548.0,106777.0,112996.0,118554.0,122330.0,127384.0,131268.0,133470.0,133891.0,133162.0,132045.0,130378.0,129003.0,130224.0,132532.0,133255.0,135422.0,137148.0,135705.0,132321.0,126339.0,120084.0,115486.0,112308.0,113656.0,115767.0,118629,118965,117457,111663,104722,97469,91923,87780,85248,82776,82045,82100,82443,81814,81227,79277,76803,73443,70885,67440,62354,57653,54931,51479,48660,48284,48981,48222,48118,49324,49451,48963,48775,48746,47564,45721,43286,40845,37669,34362,31802,88734.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,35 0 39세,추계인구,0.0,83292.0,83837.0,84403.0,84871.0,84493.0,83724.0,83039.0,82253.0,80338.0,77343.0,73914.0,71676.0,71130.0,72144.0,73778.0,75994.0,75069.0,77474.0,79330.0,82655.0,90892.0,98422.0,105383.0,112419.0,118946.0,123858.0,128738.0,133591.0,136729.0,136203.0,134517.0,132244.0,130722.0,130108.0,132740.0,135572.0,137762.0,139297.0,140641.0,139199.0,136019.0,130936.0,125586,120480,117830,118671,120601,123594,124967,122916,115517,107029,98553,91385,86646,84389,82534,82701,83308,83719,83398,83131,81420,79159,76073,73799,70657,65852,61300,58520,54836,51737,51112,51641,50835,50730,51935,52107,51651,51450,51432,50251,48371,83292.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,40 0 44세,추계인구,0.0,72520.0,73890.0,75378.0,76600.0,77855.0,79829.0,80282.0,80253.0,80166.0,79812.0,78706.0,77962.0,77627.0,76224.0,73786.0,71056.0,69780.0,69358.0,70047.0,71422.0,72602.0,75202.0,77578.0,80039.0,83954.0,90161.0,97328.0,103112.0,110210.0,117978.0,122631.0,127571.0,132450.0,136336.0,135143.0,133504.0,130966.0,129534.0,128877.0,133851.0,137035.0,140446.0,142117,142861,140889,137889,132982,127775,123244,119810,120390,122172,124858,124732,121592,114422,106384,98485,91692,87306,85349,83768,84206,85055,85656,85508,85417,83830,81674,78722,76582,73578,68874,64350,61504,57665,54382,53599,54035,53201,53090,54307,54516,72520.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,45 0 49세,추계인구,0.0,62876.0,63560.0,63716.0,64599.0,66214.0,68109.0,69354.0,70589.0,71442.0,72136.0,73328.0,73610.0,73758.0,74029.0,73874.0,73098.0,73298.0,73293.0,72563.0,70906.0,68372.0,67357.0,67493.0,68863.0,70820.0,72516.0,74315.0,77340.0,79725.0,83129.0,89821.0,97218.0,102556.0,109511.0,117053.0,122561.0,129121.0,133151.0,137184.0,135686.0,133300.0,130532.0,130470,130135,137744,140642,143149,144398,145515,142601,139147,134147,128462,123340,120050,120488,122568,125413,125520,122540,115494,107597,99839,93183,88970,87188,85773,86386,87403,88143,88119,88149,86642,84546,81664,79598,76659,71988,67446,64520,60552,57114,56204,62876.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,50 0 54세,추계인구,0.0,46771.0,48377.0,50249.0,53213.0,56113.0,58568.0,59450.0,60168.0,60844.0,61764.0,62871.0,64051.0,65714.0,67284.0,68957.0,70501.0,71587.0,72304.0,72754.0,73065.0,73436.0,73658.0,73746.0,72744.0,70693.0,68406.0,67305.0,67337.0,68802.0,71017.0,73307.0,75571.0,79218.0,81691.0,84839.0,91021.0,97391.0,102501.0,109364.0,117096.0,123037.0,131791.0,136156,140059,138791,137752,132916,133092,133106,140522,142753,145076,145876,146338,143156,139567,134343,128981,124016,120765,121223,123364,126262,126446,123557,116593,108791,101139,94576,90491,88838,87555,88313,89474,90331,90408,90542,89100,87046,84217,82200,79314,74658,46771.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,55 0 59세,추계인구,0.0,42133.0,42769.0,42087.0,41520.0,41481.0,41983.0,43618.0,45790.0,48652.0,51638.0,54012.0,54602.0,55563.0,56971.0,58740.0,60625.0,61832.0,63308.0,65110.0,66944.0,68944.0,70423.0,71443.0,72343.0,72955.0,72980.0,73244.0,74034.0,73338.0,71137.0,68887.0,67465.0,66910.0,68341.0,70380.0,73819.0,77103.0,80327.0,82135.0,84868.0,91414.0,98766.0,104390,111176,119702,125954,135539,139780,144030,141713,139932,134133,134237,133943,141225,143305,145697,146524,147053,143777,140192,134944,129548,124597,121344,121824,124037,126988,127242,124426,117519,109788,102214,95728,91751,90217,89053,89939,91234,92199,92368,92589,91207,42133.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,60 0 64세,추계인구,0.0,36384.0,36953.0,36475.0,36117.0,35329.0,35184.0,36385.0,37209.0,37429.0,37486.0,37816.0,39274.0,41407.0,44158.0,47000.0,49306.0,50482.0,51535.0,52881.0,54501.0,56920.0,58755.0,60868.0,62829.0,64753.0,67101.0,70037.0,71057.0,72076.0,72734.0,72262.0,72322.0,73110.0,73257.0,71897.0,69822.0,67221.0,65988.0,67189.0,69654.0,72779.0,76809.0,79978,82031,84735,91741,100166,106602,113762,122139,128298,138078,141570,145289,142502,140286,134713,134621,134251,141356,143326,145673,146522,147052,143788,140227,134972,129569,124654,121416,121938,124218,127219,127540,124804,117963,110311,102834,96430,92567,91142,90087,91091,36384.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,65 0 69세,추계인구,0.0,26230.0,27902.0,26995.0,27687.0,28980.0,29864.0,30157.0,30446.0,30628.0,30491.0,30486.0,31056.0,31809.0,32495.0,33265.0,34273.0,35744.0,37577.0,39797.0,42491.0,45210.0,46416.0,47644.0,49158.0,51158.0,53418.0,55434.0,58158.0,60352.0,62265.0,64937.0,66426.0,67479.0,68471.0,69390.0,70110.0,70631.0,71391.0,72415.0,71503.0,69946.0,66411.0,65560,65506,68143,70606,75849,79213,82413,84863,92624,100939,106952,113719,121918,127781,137557,140885,144418,141697,139418,133862,133715,133299,140229,142115,144432,145308,145841,142623,139121,133903,128545,123722,120542,121119,123454,126483,126850,124172,117417,109889,102546,26230.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,70 0 74세,추계인구,0.0,20116.0,20940.0,20719.0,20659.0,20014.0,21387.0,21411.0,21640.0,22342.0,23384.0,24038.0,24192.0,24610.0,24876.0,24971.0,25031.0,25315.0,25903.0,26609.0,27189.0,28392.0,29916.0,32031.0,34805.0,37772.0,40364.0,41447.0,42842.0,44348.0,46344.0,48232.0,49810.0,52672.0,54789.0,56800.0,59093.0,61262.0,62413.0,63762.0,65481.0,66681.0,67489.0,69004,70514,69253,68185,63661,63152,63416,66495,69849,75007,78254,81192,83499,90911,99204,105190,111894,120017,125831,135400,138596,142014,139326,137079,131656,131520,131126,137892,139742,142058,142973,143535,140424,137022,131908,126655,121962,118878,119515,121893,124934,20116.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,75 0 79세,추계인구,0.0,10357.0,11371.0,11778.0,12524.0,13423.0,15403.0,15724.0,15711.0,15263.0,14730.0,14514.0,14833.0,15757.0,16649.0,17607.0,18591.0,18633.0,18630.0,18636.0,18752.0,20422.0,21067.0,21608.0,21790.0,21979.0,22551.0,24294.0,26000.0,28135.0,30698.0,32980.0,33864.0,35310.0,36874.0,38781.0,40266.0,42585.0,45448.0,47469.0,49543.0,52063.0,54676.0,56377,57665,59720,61087,61829,63903,66251,64957,64684,60423,59760,60101,63103,66275,71119,74399,77434,79873,87099,95068,100897,107371,115156,120880,130131,133167,136439,133822,131743,126708,126675,126423,132971,134814,137122,138069,138669,135758,132541,127669,122650,10357.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,80세이상,추계인구,0.0,8180.0,8173.0,8378.0,8629.0,9006.0,11119.0,11530.0,12115.0,12755.0,13460.0,14200.0,14196.0,14550.0,15018.0,15619.0,16188.0,16387.0,16590.0,16833.0,17085.0,18829.0,19318.0,19806.0,20286.0,20763.0,21243.0,23110.0,24010.0,24581.0,24931.0,25434.0,27379.0,29377.0,31351.0,33394.0,35577.0,37813.0,40095.0,42969.0,46483.0,50036.0,53824.0,58267,62240,66538,71108,75153,80734,84596,90093,95278,100341,105128,109688,112299,115466,115043,119139,123348,127727,132398,135374,141163,146927,152332,162447,171641,181411,191689,202760,216213,231892,242039,252681,258382,266587,273894,280538,287318,295791,302221,308336,312678,8180.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,80 0 84세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15911.0,17295.0,18555.0,20205.0,22104.0,23706.0,24571.0,25736.0,27269.0,29415.0,31267.0,33283.0,36128,38161,40125,42578,44612,47036,48289,50620,52419,53573,55582,57781,56682,56346,52712,52750,53540,56525,59588,63831,66970,69875,72235,79034,86327,91781,97759,104870,110388,119045,121840,124873,122448,120708,116426,116563,116579,122680,124536,126826,127827,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,85 0 89세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6900.0,7426.0,8049.0,8273.0,8270.0,8671.0,9775.0,10561.0,11879.0,13051.0,14266.0,15316.0,16304,17362,19188,20683,22132,24393,26126,27904,29996,32483,34183,35295,37285,38822,40065,42166,44198,43618,43522,40717,41230,42346,44994,47701,50866,53597,56140,58230,64130,70140,74789,79772,85584,90498,97897,100143,102605,100421,99218,96247,96655,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,90 0 94세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2145.0,2171.0,2257.0,2345.0,2481.0,2634.0,2881.0,3154.0,3151.0,3303.0,3671.0,4279.0,4806,5636,6099,6635,7039,7678,8199,9507,10542,11648,12576,13576,14846,16342,17845,19233,20078,21439,22458,23316,24786,26104,25796,25823,24042,24820,25955,27820,29697,31392,33317,35121,36597,40762,44614,47711,50939,54617,58188,63309,64579,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.0,421.0,446.0,460.0,471.0,492.0,503.0,554.0,576.0,617.0,728.0,835.0,904,953,988,1071,1211,1445,1796,1867,2089,2358,2472,2690,3145,3583,3993,4497,4967,5483,6076,6669,7222,7542,8125,8564,8944,9619,10167,10022,10065,9277,9872,10560,11426,12268,12792,13725,14582,15260,17268,18897,20270,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),경상남도,여자,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,66.0,70.0,68.0,68.0,74.0,83.0,90.0,94.0,97.0,104.0,111.0,125,128,138,141,159,182,186,195,232,279,315,346,341,373,428,493,565,662,754,841,955,1060,1182,1325,1462,1594,1668,1818,1933,2038,2221,2355,2327,2351,2165,2396,2613,2813,3011,3057,3347,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),제주특별자치도,계,계,추계인구,0.0,373760.0,383599.0,392784.0,401747.0,410441.0,419244.0,429539.0,440011.0,450426.0,460944.0,471639.0,479074.0,484397.0,488896.0,491697.0,493003.0,494543.0,496140.0,498608.0,502424.0,508746.0,509537.0,510474.0,511126.0,511518.0,511640.0,513926.0,516212.0,519160.0,522398.0,524182.0,528553.0,533737.0,536599.0,539405.0,541833.0,543702.0,543134.0,543894.0,545602.0,547917.0,553845.0,560818,570034,583335,599252,618119,634919,654543,663803,668699,672079,674523,676557,674661,675862,676849,677743,678512,679117,679531,679770,679814,679684,679413,678994,678444,677788,676988,676019,674880,673568,672105,670463,668643,666595,664239,661587,658619,655294,651595,647539,643117,373760.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제이동0중위 / 국내이동0중위),제주특별자치도,계,0 0 4세,추계인구,0.0,62013.0,63331.0,64386.0,64870.0,64933.0,62945.0,59928.0,56950.0,54527.0,52532.0,51681.0,51790.0,51533.0,50809.0,48613.0,45694.0,42830.0,39843.0,37631.0,36499.0,35238.0,36382.0,38011.0,39777.0,41492.0,43011.0,43648.0,43715.0,43473.0,42775.0,42131.0,41168.0,39770.0,38026.0,36397.0,33893.0,31571.0,30522.0,29983.0,29104.0,28821.0,29082.0,29262,29225,29802,30322,30638,30085,29468,28580,26745,24599,22745,20911,19308,18162,17326,17002,16890,17097,17494,17983,18391,18711,18946,19111,19215,19283,19280,19181,19003,18761,18466,18166,17906,17674,17450,17222,16966,16669,16316,15907,15442,62013.0
