가정별,성별,연령,항목,단위,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,년도
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),전체,95 0 99세,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6758.0,7294.0,7704.0,8184.0,8700.0,9516.0,10113.0,10958.0,11541.0,12800.0,14866.0,16966.0,18920.0,20321.0,21645.0,23923.0,26886.0,31033.0,37233.0,38355.0,40208.0,43381.0,45030,48645,56005,63135,69231,77612,86041,95480,107596,119873,130867,140750,152846,162285,171415,189046,203015,203834,205956,198182,214335,229992,245912,263171,270952,291240,309299,328106,372180,407210,438894,474668,512798,556206,605687,615980,637869,627256,632862,634297,644477,657535,700968,721277,749465,765583,778085,779251,767798,747300,730784,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),전체,100세 이상,추계인구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.0,1094.0,1228.0,1301.0,1353.0,1518.0,1640.0,1764.0,1907.0,2078.0,2254.0,2340.0,2511.0,2618.0,2836.0,3142.0,3479.0,3867.0,4152.0,4771.0,5353.0,6371.0,6909,7751,7456,7629,8134,9212,10641,12270,13776,15057,17021,19026,21283,24122,26863,29401,31659,34592,36986,39315,43818,47154,47279,47864,46016,51446,56030,59607,63588,64305,70604,75774,80747,92697,100567,108915,117980,127639,140717,153933,155806,162028,159625,164062,167510,170545,175991,187598,193597,201609,205690,0.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,계,추계인구,0.0,12550691.0,12936583.0,13320983.0,13708120.0,14081950.0,14452831.0,14829861.0,15205393.0,15576098.0,15940965.0,16308607.0,16648884.0,16955438.0,17234877.0,17514223.0,17765828.0,18058503.0,18349416.0,18637254.0,18929361.0,19235736.0,19535680.0,19837392.0,20129120.0,20375175.0,20575600.0,20771997.0,20959980.0,21155226.0,21357389.0,21568181.0,21783914.0,22013655.0,22242554.0,22472496.0,22705329.0,22924512.0,23148092.0,23295727.0,23457837.0,23666769.0,23854971.0,23991377.0,24120872.0,24210740.0,24243234.0,24369561.0,24491190.0,24671648.0,24774341.0,24881114.0,25069867.0,25187380.0,25285319.0,25445077.0,25585894.0,25670949.0,25736793.0,25857689.0,25948706.0,25925697.0,25870941.0,25818686,25859888,25876776,25837903,25795052,25753184,25711849,25670259,25627273,25581979,25533877,25482355,25426558,25365537,25299055,25226848,25146147,25055270,24954651,24844377,24724984,24596640,24459520,24313819,24158908,23994470,23820596,23636945,23443302,23240251,23028412,22808799,22581760,22347707,22107905,21863691,21616063,21365813,21114313,20862429,20610866,20360655,20112015,19865280,19620983,19379441,19140643,18904218,18670107,18438434,18209029,12550691.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,0 0 4세,추계인구,0.0,2383544.0,2452879.0,2500793.0,2516739.0,2487244.0,2441718.0,2419344.0,2402855.0,2378659.0,2363493.0,2362393.0,2412538.0,2447126.0,2458932.0,2455536.0,2373560.0,2277734.0,2189998.0,2122886.0,2081358.0,2087411.0,2109966.0,2129549.0,2136203.0,2084255.0,1995049.0,1908721.0,1806973.0,1741382.0,1722889.0,1687147.0,1711889.0,1760364.0,1812752.0,1859029.0,1893876.0,1895407.0,1872827.0,1829498.0,1766586.0,1716148.0,1658958.0,1573834.0,1488560.0,1409160.0,1315045.0,1227097.0,1192170.0,1191039.0,1174722.0,1172828.0,1193656.0,1200629.0,1188302.0,1179604.0,1175609.0,1148547.0,1102364.0,1045183.0,989933.0,911251.0,830797.0,766227,711053,663673,623974,594599,578964,575930,585299,604754,627677,647854,664942,678800,689554,697580,703448,705569,702614,695649,685538,672886,660260,649704,640572,632088,623423,613797,602581,589369,574030,556707,537794,517876,497671,477947,459439,442791,428505,416906,408125,402108,398637,397357,397815,399515,401955,404659,407213,409285,410634,411110,2383544.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,5 0 9세,추계인구,0.0,1733443.0,1864580.0,1983775.0,2125558.0,2260781.0,2360217.0,2428011.0,2477814.0,2493776.0,2460340.0,2400902.0,2351739.0,2317049.0,2289895.0,2289501.0,2319163.0,2357566.0,2395908.0,2408848.0,2383807.0,2314435.0,2229556.0,2153742.0,2096080.0,2060357.0,2046870.0,2073931.0,2109423.0,2123004.0,2078155.0,1991341.0,1892414.0,1790092.0,1711765.0,1671042.0,1664291.0,1689685.0,1736754.0,1792374.0,1842718.0,1877208.0,1881924.0,1858210.0,1808293.0,1752569.0,1698879.0,1641923.0,1556291.0,1468935.0,1393600.0,1300568.0,1214418.0,1180798.0,1179593.0,1163582.0,1161732.0,1183575.0,1188607.0,1176909.0,1169113.0,1168681.0,1143757.0,1097221,1039269,981805,906030,826640,760939,707080,659636,620392,591346,575885,572889,582186,601482,624199,644174,661092,674812,685459,693405,699213,701315,698391,691501,681493,668962,656461,646019,636986,628592,620019,610491,599391,586314,571128,553977,535253,515534,495533,476007,457687,441207,427068,415589,406901,400950,397517,396252,396711,398399,400814,1733443.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,10 0 14세,추계인구,0.0,1358903.0,1402613.0,1448949.0,1492698.0,1579817.0,1714064.0,1845446.0,1963670.0,2105819.0,2245241.0,2349947.0,2396532.0,2451025.0,2460133.0,2429491.0,2384577.0,2342590.0,2302362.0,2269220.0,2273652.0,2305805.0,2342517.0,2378037.0,2386003.0,2366607.0,2316422.0,2243103.0,2163735.0,2088582.0,2043883.0,2029056.0,2052888.0,2082673.0,2090973.0,2055540.0,1978698.0,1899255.0,1793390.0,1711884.0,1662899.0,1651269.0,1671109.0,1714089.0,1767832.0,1813909.0,1844524.0,1853437.0,1826108.0,1779836.0,1729504.0,1682748.0,1630159.0,1550478.0,1464013.0,1389826.0,1294946.0,1209141.0,1173575.0,1172580.0,1157242.0,1161061.0,1183139.0,1189663,1176998,1167483,1164900,1138230,1094074,1036505,979031,903678,824719,759398,705847,658668,619656,590786,575418,572432,581677,600880,623487,643361,660191,673840,684434,692339,698119,700209,697302,690459,680510,668046,655611,645226,636242,627897,619374,609899,598859,585853,570750,553691,535069,515457,495564,476144,457920,441529,427467,416049,407409,401491,1358903.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,15 0 19세,추계인구,0.0,1248858.0,1240278.0,1255899.0,1290756.0,1309266.0,1336648.0,1380929.0,1428209.0,1471923.0,1556114.0,1688217.0,1809311.0,1926265.0,2046212.0,2157237.0,2240011.0,2301340.0,2350952.0,2384182.0,2378013.0,2343977.0,2286198.0,2242817.0,2226838.0,2240935.0,2272313.0,2308439.0,2342692.0,2358183.0,2341468.0,2289382.0,2215342.0,2134720.0,2062442.0,2017721.0,2010189.0,2030805.0,2070863.0,2088473.0,2062556.0,1987021.0,1876518.0,1765454.0,1680219.0,1630004.0,1621106.0,1637309.0,1683355.0,1740377.0,1788329.0,1821378.0,1842937.0,1821485.0,1779769.0,1728466.0,1684718.0,1632747.0,1554471.0,1470638.0,1397832.0,1307326.0,1216428.0,1183580,1188393,1171771,1167856,1187673,1194359,1181519,1171897,1169384,1142857,1098895,1041593,984416,909424,830862,765890,712625,665691,626885,598183,582928,579990,589219,608356,630873,650659,667414,681006,691554,699427,705182,707263,704363,697550,687646,675240,662865,652534,643597,635295,626812,617381,606389,593440,578402,561419,542878,523352,503547,484213,466071,1248858.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,20 0 24세,추계인구,0.0,1171363.0,1188724.0,1204229.0,1204791.0,1217465.0,1224348.0,1216523.0,1233220.0,1268677.0,1288141.0,1314867.0,1349350.0,1397225.0,1421584.0,1468221.0,1570423.0,1711349.0,1814081.0,1903754.0,1992601.0,2078090.0,2180617.0,2235847.0,2244086.0,2218868.0,2185328.0,2179523.0,2161770.0,2144822.0,2160951.0,2237534.0,2282016.0,2319533.0,2331611.0,2310177.0,2259595.0,2194125.0,2111495.0,2034268.0,1992175.0,1989852.0,2025970.0,2066245.0,2087878.0,2056353.0,1969021.0,1874314.0,1772836.0,1695754.0,1658347.0,1654707.0,1678222.0,1734689.0,1794501.0,1844096.0,1877884.0,1903218.0,1882066.0,1860305.0,1823024.0,1779560.0,1711404.0,1620461,1548436,1486372,1390474,1303354,1268442,1263926,1243827,1240140,1259763,1266446,1253874,1244346,1241638,1215162,1171519,1114455,1057381,982659,904635,840228,787436,740904,702419,673963,658941,656237,665636,684794,707214,726872,743512,757003,767465,775274,780983,783035,780116,773281,763377,751022,738737,728498,719636,711396,702966,693580,682634,669740,654762,637852,1171363.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,25 0 29세,추계인구,0.0,960543.0,1017695.0,1065655.0,1107810.0,1134420.0,1145871.0,1163475.0,1182153.0,1185423.0,1199511.0,1207106.0,1193169.0,1194881.0,1223388.0,1257320.0,1289827.0,1317288.0,1354062.0,1407774.0,1485232.0,1584377.0,1692645.0,1790014.0,1893189.0,1992653.0,2092942.0,2140451.0,2184804.0,2215868.0,2215298.0,2222615.0,2189388.0,2165343.0,2159527.0,2177475.0,2210162.0,2222172.0,2258208.0,2261150.0,2252178.0,2232158.0,2179040.0,2098801.0,2036930.0,1992129.0,1981697.0,2024586.0,2073207.0,2096715.0,2071602.0,1989754.0,1909497.0,1808875.0,1734720.0,1714497.0,1730403.0,1739228.0,1791765.0,1868033.0,1924269.0,1949923.0,1962374.0,1933726,1915057,1878599,1841645,1792831,1715998,1630727,1558462,1462990,1375902,1340900,1336168,1315841,1312243,1332072,1338814,1326198,1316875,1314598,1288363,1244920,1188266,1131748,1057456,979575,915175,862384,815861,777406,748958,733821,730888,740049,759069,781458,801131,817798,831324,841829,849679,855423,857523,854687,847966,838171,825876,813608,803372,794518,786294,777892,960543.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,30 0 34세,추계인구,0.0,738376.0,765035.0,793285.0,836659.0,882373.0,935819.0,992511.0,1042065.0,1086199.0,1115419.0,1129990.0,1148290.0,1166998.0,1162405.0,1154727.0,1137048.0,1140414.0,1169762.0,1215645.0,1270576.0,1320116.0,1353919.0,1398963.0,1460106.0,1540638.0,1626661.0,1726765.0,1810698.0,1921027.0,2023780.0,2123583.0,2187801.0,2232004.0,2247695.0,2234505.0,2204571.0,2187039.0,2172352.0,2148305.0,2150092.0,2176913.0,2213068.0,2255001.0,2285705.0,2279293.0,2240142.0,2180616.0,2109088.0,2045263.0,1992214.0,2000527.0,2049481.0,2094985.0,2111042.0,2096735.0,2015092.0,1922760.0,1825165.0,1764834.0,1743237.0,1745712.0,1745107.0,1796779,1883794,1938196,1969945,1996598,1976227,1940894,1897043,1860277,1811583,1734624,1649105,1576669,1481047,1393766,1358676,1354046,1333796,1330182,1350130,1357035,1344490,1335131,1332851,1306627,1263046,1206143,1149343,1074767,996582,931905,878887,832168,793541,764973,749798,746896,756135,775265,797782,817580,834353,847972,858552,866463,872261,874394,871556,864811,854976,842634,738376.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,35 0 39세,추계인구,0.0,682686.0,676712.0,679243.0,680161.0,698422.0,714200.0,741232.0,771926.0,817300.0,864561.0,920441.0,971765.0,1020101.0,1066617.0,1100456.0,1123445.0,1144977.0,1166571.0,1177062.0,1174643.0,1168846.0,1170953.0,1192121.0,1232128.0,1282221.0,1314595.0,1341391.0,1383009.0,1406584.0,1453648.0,1562784.0,1679109.0,1787559.0,1900657.0,2009543.0,2095913.0,2148707.0,2198346.0,2210902.0,2199114.0,2180572.0,2166558.0,2153573.0,2142489.0,2166489.0,2184835.0,2228330.0,2273836.0,2309682.0,2289453.0,2252710.0,2181088.0,2101052.0,2028863.0,1982864.0,2004556.0,2044466.0,2089929.0,2114600.0,2095902.0,1999740.0,1907424.0,1808706,1750443,1731341,1744455,1757521,1812587,1878096,1925620,1957721,1984633,1964550,1929436,1885768,1849160,1800636,1723814,1638375,1566000,1470477,1383248,1348176,1343620,1323474,1319914,1339935,1346952,1334502,1325189,1322948,1296784,1253220,1196294,1139448,1064824,986569,921814,868732,821959,783285,754684,739498,736612,745886,765067,787647,807511,824343,838016,848642,856595,862429,682686.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,40 0 44세,추계인구,0.0,570525.0,584734.0,603816.0,627309.0,642039.0,652785.0,648791.0,653268.0,656236.0,676632.0,695800.0,718462.0,743874.0,781933.0,828202.0,887724.0,949159.0,1002288.0,1047568.0,1083740.0,1110891.0,1137936.0,1163656.0,1172788.0,1168830.0,1165918.0,1165761.0,1176211.0,1201983.0,1241917.0,1268797.0,1301987.0,1332496.0,1366473.0,1426899.0,1527547.0,1641684.0,1742628.0,1853383.0,1964249.0,2045158.0,2113646.0,2169132.0,2201473.0,2192667.0,2165148.0,2139138.0,2130204.0,2117845.0,2164790.0,2192383.0,2240870.0,2279295.0,2305325.0,2286346.0,2248961.0,2160777.0,2083256.0,2021308.0,1970422.0,1979773.0,2020470.0,2067075,2087030,2069513,1986113,1902383,1808708,1739757,1716248,1729692,1743081,1798310,1863987,1911735,1944070,1971204,1951455,1916627,1873224,1836849,1788569,1711992,1626759,1554540,1459209,1372105,1337075,1332594,1312568,1309078,1329174,1336314,1323982,1314743,1312583,1286521,1243021,1186132,1129291,1054675,976394,911590,858470,811667,772967,744345,729152,726273,735571,754794,777434,797363,570525.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,45 0 49세,추계인구,0.0,485198.0,496049.0,504656.0,510900.0,522679.0,535956.0,551738.0,572071.0,598864.0,614673.0,623917.0,626273.0,622886.0,623922.0,635119.0,650006.0,670994.0,704404.0,747213.0,797311.0,859667.0,919177.0,965593.0,1007134.0,1043789.0,1073822.0,1099493.0,1123269.0,1132978.0,1127174.0,1100340.0,1095429.0,1107613.0,1140436.0,1184655.0,1225938.0,1266396.0,1301587.0,1330322.0,1383436.0,1483122.0,1598458.0,1697943.0,1812161.0,1924199.0,2000124.0,2089417.0,2142938.0,2196142.0,2184842.0,2166821.0,2133627.0,2124531.0,2089888.0,2169125.0,2199587.0,2241597.0,2278705.0,2308830.0,2280977.0,2225868.0,2138197.0,2061862,1995415,1947890,1968894,2013504,2063068,2081918,2061835,1979393,1896422,1803493,1735080,1711916,1725612,1739327,1794736,1860626,1908678,1941339,1968765,1949439,1914967,1871880,1835776,1787784,1711480,1626467,1554397,1459249,1372248,1337234,1332832,1312960,1309561,1329760,1337059,1324874,1315722,1313654,1287710,1244271,1187407,1130553,1055918,977569,912671,859472,812606,773852,745189,729974,485198.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,50 0 54세,추계인구,0.0,408634.0,418520.0,432218.0,439228.0,436407.0,443633.0,456513.0,466761.0,472555.0,482998.0,504235.0,514448.0,528379.0,550741.0,569661.0,580476.0,584284.0,585688.0,587255.0,594640.0,607140.0,630060.0,666215.0,710345.0,760825.0,814133.0,863615.0,911411.0,957429.0,997839.0,1001442.0,1024861.0,1049469.0,1058595.0,1053212.0,1045400.0,1040241.0,1060928.0,1099849.0,1149801.0,1194103.0,1224816.0,1261221.0,1292202.0,1341081.0,1436212.0,1554676.0,1648729.0,1770211.0,1887016.0,1972536.0,2085550.0,2136013.0,2190098.0,2180821.0,2165419.0,2112259.0,2107628.0,2075419.0,2159754.0,2177535.0,2221205.0,2258061,2281401,2252613,2207838,2123780,2051380,1988040,1938731,1960386,2005496,2055509,2074964,2055631,1974299,1892285,1800347,1732681,1710009,1724066,1738224,1793874,1860050,1908491,1941561,1969365,1950588,1916588,1873923,1838174,1790567,1714645,1629942,1558102,1463254,1376452,1341507,1337232,1317570,1314297,1334628,1342131,1330149,1321124,1319175,1293393,1250056,1193242,1136385,1061750,983347,918360,408634.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,55 0 59세,추계인구,0.0,289392.0,292521.0,298221.0,316997.0,341962.0,358167.0,370877.0,382888.0,391433.0,395092.0,403184.0,416503.0,413697.0,413557.0,421197.0,435319.0,452778.0,473166.0,498041.0,518057.0,528205.0,529106.0,530231.0,535138.0,546814.0,564617.0,586187.0,618856.0,657283.0,698631.0,739200.0,788855.0,832888.0,873455.0,907157.0,932110.0,947145.0,970309.0,980344.0,979909.0,981156.0,990089.0,1012176.0,1047715.0,1095353.0,1136993.0,1174921.0,1212829.0,1251007.0,1297637.0,1397202.0,1519137.0,1608745.0,1719950.0,1841582.0,1932408.0,2054239.0,2102223.0,2164174.0,2147149.0,2121562.0,2068337.0,2068112,2034448,2117431,2142637,2188632,2227167,2252857,2223514,2180559,2098765,2028252,1966668,1918930,1941301,1986938,2037425,2057586,2039197,1959359,1878693,1788170,1721609,1699657,1714199,1728930,1784855,1851303,1900136,1933624,1961813,1943710,1910347,1868279,1833061,1786023,1710673,1626465,1555020,1460680,1374280,1339520,1335455,1316099,1313006,1333496,1341260,1329554,1320705,1318919,1293369,1250206,289392.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,60 0 64세,추계인구,0.0,230431.0,239434.0,241992.0,237584.0,237198.0,236043.0,242419.0,248040.0,263762.0,287157.0,299491.0,312145.0,313400.0,317671.0,317665.0,320952.0,336620.0,349839.0,359231.0,369793.0,382208.0,391953.0,405033.0,421952.0,437544.0,449283.0,456346.0,460271.0,465153.0,475876.0,493103.0,515094.0,545528.0,581164.0,622405.0,670698.0,719920.0,763853.0,799938.0,828732.0,852303.0,875583.0,901451.0,920359.0,923453.0,928692.0,930455.0,951179.0,986275.0,1035802.0,1083119.0,1126838.0,1164089.0,1195750.0,1243960.0,1345931.0,1466124.0,1554982.0,1668124.0,1787518.0,1876783.0,1999375.0,2042614,2101922,2082774,2062168,2015600,2017632,1987872,2068825,2095621,2142545,2181994,2208753,2181721,2140944,2062026,1993984,1934698,1889029,1912337,1958591,2009613,2030649,2013464,1935590,1856760,1768138,1703052,1682031,1697133,1712495,1768674,1835368,1884616,1918597,1947251,1929987,1897447,1856177,1821682,1775428,1700901,1617460,1546656,1453080,1367316,1332895,1329124,1310175,1307337,1328025,1336085,230431.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,65 0 69세,추계인구,0.0,141661.0,141887.0,148284.0,158662.0,160834.0,174264.0,184531.0,188260.0,185683.0,186153.0,178840.0,196448.0,188800.0,197881.0,214018.0,225695.0,233858.0,243781.0,251992.0,256937.0,263454.0,271107.0,279657.0,287396.0,294903.0,303471.0,314236.0,328403.0,346607.0,367064.0,375468.0,379487.0,384640.0,393008.0,406538.0,424965.0,449576.0,477897.0,512154.0,551423.0,595086.0,637330.0,676884.0,711353.0,740526.0,764040.0,788456.0,822884.0,855346.0,861451.0,871002.0,863928.0,883241.0,908072.0,958234.0,1009632.0,1059400.0,1098706.0,1132243.0,1177211.0,1280138.0,1394231.0,1478069,1584823,1700794,1787365,1908010,1952534,2013313,1996070,1978807,1936757,1940864,1914703,1995240,2023603,2071435,2111774,2139662,2115526,2077570,2002416,1937678,1881510,1838655,1863239,1910236,1961797,1983747,1967920,1892490,1816092,1730115,1667187,1647545,1663427,1679608,1736045,1802858,1852420,1886870,1915980,1899747,1868346,1828216,1794759,1749638,1676342,1594088,1524299,1431960,1347321,1313530,141661.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,70 0 74세,추계인구,0.0,80707.0,84914.0,86420.0,85583.0,91624.0,96350.0,101220.0,106623.0,114381.0,117573.0,139249.0,136981.0,130081.0,123544.0,117351.0,121921.0,128280.0,133976.0,142897.0,154087.0,162400.0,168560.0,175629.0,181807.0,188216.0,197029.0,201682.0,208766.0,215339.0,222274.0,234292.0,242700.0,254547.0,269882.0,285254.0,297065.0,305777.0,313712.0,323974.0,337200.0,353411.0,371625.0,396315.0,425721.0,457420.0,494667.0,534440.0,571360.0,604560.0,637772.0,664268.0,689761.0,733285.0,775208.0,783053.0,796175.0,780645.0,800334.0,825893.0,876494.0,928928.0,975339.0,1012668,1045428,1087769,1185734,1294560,1376471,1479793,1590428,1675366,1792141,1836543,1896799,1882663,1869368,1833034,1839588,1818020,1897577,1927638,1976294,2017377,2046380,2025917,1991612,1921607,1861429,1809564,1770538,1796561,1844047,1895804,1918632,1904542,1832739,1760071,1678141,1618449,1600752,1617582,1634755,1691285,1757884,1807556,1842375,1871846,1857010,1827293,1788895,1757053,1713730,1642446,80707.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,75 0 79세,추계인구,0.0,45335.0,47111.0,49893.0,51682.0,53175.0,55662.0,57915.0,56172.0,53518.0,54878.0,56261.0,60229.0,58837.0,60479.0,62222.0,68485.0,71525.0,73696.0,72632.0,71238.0,73846.0,76421.0,83840.0,89588.0,96046.0,103369.0,105534.0,109645.0,115578.0,119565.0,132365.0,140919.0,146260.0,149838.0,154503.0,162677.0,171472.0,181842.0,192944.0,204497.0,215420.0,224127.0,232732.0,241516.0,252637.0,265655.0,281091.0,301667.0,326089.0,353244.0,386793.0,422066.0,454917.0,485151.0,518840.0,546349.0,573514.0,620799.0,663906.0,672113.0,685809.0,675869.0,696606,722713,768879,816937,857801,896044,930457,971590,1063624,1163525,1240661,1336884,1439376,1520904,1630904,1673737,1732040,1721137,1712838,1684391,1693680,1678484,1755670,1787369,1836375,1877423,1906931,1891191,1861346,1798475,1744735,1699158,1666003,1694098,1741921,1793417,1816803,1804505,1737978,1671084,1595708,1541339,1526776,1544868,1563326,1619532,1685166,1734400,1769262,1798788,1786042,45335.0
중위 추계(기본 추계: 출산율0중위 / 기대수명0중위 / 국제순이동0중위),남자,80세이상,추계인구,0.0,21092.0,22897.0,23655.0,25003.0,26244.0,27086.0,28386.0,29398.0,31890.0,32989.0,33767.0,34701.0,34814.0,35983.0,36299.0,37196.0,37747.0,38882.0,41054.0,43676.0,44868.0,44989.0,46448.0,48339.0,51674.0,53778.0,56819.0,60044.0,63424.0,66977.0,79732.0,83735.0,87926.0,92281.0,96841.0,101634.0,115106.0,121101.0,125965.0,130272.0,135869.0,146152.0,158316.0,170466.0,183498.0,196454.0,209355.0,222509.0,236572.0,254016.0,271770.0,288632.0,310273.0,335074.0,363446.0,396492.0,438712.0,482218.0,524710.0,576516.0,626047.0,677488.0,737256,793265,829873,870938,893336,958590,1023165,1082203,1144489,1184767,1259699,1330663,1402652,1521232,1626839,1742049,1869415,2002047,2155866,2321445,2434414,2570664,2648835,2747761,2838853,2916408,2993203,3101304,3187364,3283243,3361409,3430611,3489446,3517711,3527406,3532085,3538534,3549390,3591346,3636471,3681892,3704626,3700054,3675503,3655415,3629665,3603923,3591320,3591877,3597949,3634730,21092.0
